Exporting 96.120.37.81...
1: 10.1.10.1 (6ms)  10.1.10.1 (4ms)  10.1.10.1 (4ms)
2: 96.120.37.81 (44ms)  *  96.120.37.81 (18ms)
source,destination,trace,ttl,query,query_result,addr,rtt,hop_mean_ms,hop_median_ms,city,country,country_code,country_code_iso3,country_capital,region,region_code,latitude,longitude,timezone,utc_offset,asn,org
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,2,2,success,96.120.37.81,16,14,13,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,2,3,success,96.120.37.81,13,14,13,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,3,1,success,96.110.138.113,11,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,3,2,success,96.110.138.113,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,3,3,success,96.110.138.113,13,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,4,1,success,68.87.162.2,13,14,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,4,2,success,68.87.162.2,11,14,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,4,3,success,68.87.162.2,18,14,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,5,1,success,96.108.23.141,11,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,5,2,success,96.108.23.141,13,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,5,3,success,96.108.23.141,16,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,6,1,success,68.86.165.113,45,24,14,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,6,2,success,68.86.165.113,14,24,14,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,6,3,success,68.86.165.113,13,24,14,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,7,1,success,96.110.5.142,13,25,14,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,7,2,success,96.110.5.142,14,25,14,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.5.142,d467742d-f1bf-4a78-b629-90b70fdc4c61,7,3,success,96.110.5.142,47,25,14,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
Exporting 96.110.45.65...
1: 10.1.10.1 (4ms)  10.1.10.1 (4ms)  *
2: 96.120.37.81 (19ms)  96.120.37.81 (12ms)  96.120.37.81 (11ms)
3: 96.110.138.113 (15ms)  96.110.138.113 (15ms)  96.110.138.113 (21ms)
4: 68.87.162.2 (12ms)  68.87.162.2 (11ms)  68.87.162.2 (25ms)
5: 96.108.23.141 (16ms)  96.108.23.141 (17ms)  96.108.23.141 (12ms)
6: 68.86.165.113 (18ms)  68.86.165.113 (13ms)  68.86.165.113 (14ms)
7: 96.110.5.142 (13ms)  96.110.5.142 (13ms)  96.110.5.142 (12ms)
8: 96.110.45.65 (18ms)  *  96.110.45.65 (20ms)
source,destination,trace,ttl,query,query_result,addr,rtt,hop_mean_ms,hop_median_ms,city,country,country_code,country_code_iso3,country_capital,region,region_code,latitude,longitude,timezone,utc_offset,asn,org
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,1,1,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,1,2,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,1,3,timeout,,,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,2,1,success,96.120.37.81,19,14,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,2,2,success,96.120.37.81,12,14,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,2,3,success,96.120.37.81,11,14,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,3,1,success,96.110.138.113,15,17,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,3,2,success,96.110.138.113,15,17,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,3,3,success,96.110.138.113,21,17,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,4,1,success,68.87.162.2,12,16,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,4,2,success,68.87.162.2,11,16,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,4,3,success,68.87.162.2,25,16,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,5,1,success,96.108.23.141,16,15,16,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,5,2,success,96.108.23.141,17,15,16,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,5,3,success,96.108.23.141,12,15,16,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,6,1,success,68.86.165.113,18,15,14,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,6,2,success,68.86.165.113,13,15,14,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,6,3,success,68.86.165.113,14,15,14,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,7,1,success,96.110.5.142,13,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,7,2,success,96.110.5.142,13,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,7,3,success,96.110.5.142,12,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,8,1,success,96.110.45.65,18,19,19,Chicago,United States,US,USA,Washington,Illinois,IL,,,America/Chicago,-0500,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,8,2,timeout,,,19,19,,,,,,,,,,,,,
10.1.10.58,96.110.45.65,82456e5b-7e8c-4df8-8315-6159f9fbbeba,8,3,success,96.110.45.65,20,19,19,Chicago,United States,US,USA,Washington,Illinois,IL,,,America/Chicago,-0500,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,1,1,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,1,2,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,1,3,timeout,,,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,2,1,success,96.120.37.81,12,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,2,2,success,96.120.37.81,14,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,2,3,success,96.120.37.81,11,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,3,1,success,96.110.138.113,14,12,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,3,2,success,96.110.138.113,11,12,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,3,3,success,96.110.138.113,11,12,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,4,1,success,68.87.162.2,13,14,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,4,2,success,68.87.162.2,17,14,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,4,3,success,68.87.162.2,12,14,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,5,1,success,96.108.23.141,13,16,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,5,2,success,96.108.23.141,20,16,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,5,3,success,96.108.23.141,15,16,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,6,1,success,68.86.165.113,19,20,19,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,6,2,success,68.86.165.113,14,20,19,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,6,3,success,68.86.165.113,27,20,19,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,7,1,success,96.110.5.142,15,19,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,7,2,success,96.110.5.142,15,19,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,7,3,success,96.110.5.142,28,19,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,8,1,success,96.110.45.65,32,27,27,Chicago,United States,US,USA,Washington,Illinois,IL,,,America/Chicago,-0500,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,8,2,timeout,,,27,27,,,,,,,,,,,,,
10.1.10.58,96.110.45.65,904ff7bf-22cd-4e23-ba98-08494320e153,8,3,success,96.110.45.65,22,27,27,Chicago,United States,US,USA,Washington,Illinois,IL,,,America/Chicago,-0500,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,1,1,success,10.1.10.1,6,5,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,1,2,success,10.1.10.1,4,5,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,1,3,success,10.1.10.1,4,5,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,2,1,success,96.120.37.81,14,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,2,2,success,96.120.37.81,12,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,2,3,success,96.120.37.81,12,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,3,1,success,96.110.138.113,12,16,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,3,2,success,96.110.138.113,21,16,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,3,3,success,96.110.138.113,15,16,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,4,1,success,68.87.162.2,14,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,4,2,success,68.87.162.2,10,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,4,3,success,68.87.162.2,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,5,1,success,96.108.23.141,11,15,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,5,2,success,96.108.23.141,11,15,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,5,3,success,96.108.23.141,21,15,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,6,1,success,68.86.165.113,18,16,15,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,6,2,success,68.86.165.113,15,16,15,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,6,3,success,68.86.165.113,14,16,15,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,7,1,success,96.110.5.142,13,14,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,7,2,success,96.110.5.142,15,14,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,7,3,success,96.110.5.142,15,14,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,8,1,success,96.110.45.65,18,17,17,Chicago,United States,US,USA,Washington,Illinois,IL,,,America/Chicago,-0500,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,8,2,timeout,,,17,17,,,,,,,,,,,,,
10.1.10.58,96.110.45.65,af3bdfd5-ed34-4a32-9100-c657d70a2ece,8,3,success,96.110.45.65,16,17,17,Chicago,United States,US,USA,Washington,Illinois,IL,,,America/Chicago,-0500,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,1,1,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,1,2,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,1,3,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,2,1,success,96.120.37.81,12,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,2,2,success,96.120.37.81,13,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,2,3,success,96.120.37.81,12,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,3,1,success,96.110.138.113,11,11,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,3,2,success,96.110.138.113,12,11,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,3,3,success,96.110.138.113,11,11,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,4,1,success,68.87.162.2,24,21,24,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,4,2,success,68.87.162.2,24,21,24,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,4,3,success,68.87.162.2,13,21,24,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,5,1,success,96.108.23.141,11,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,5,2,success,96.108.23.141,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,5,3,success,96.108.23.141,13,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,6,1,success,68.86.165.113,15,19,15,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,6,2,success,68.86.165.113,14,19,15,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,6,3,success,68.86.165.113,27,19,15,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,7,1,success,96.110.5.142,25,23,25,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,7,2,success,96.110.5.142,28,23,25,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,7,3,success,96.110.5.142,15,23,25,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,8,1,success,96.110.45.65,15,30,30,Chicago,United States,US,USA,Washington,Illinois,IL,41.8483,-87.6517,America/Chicago,-0500,AS7922,COMCAST-7922
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,8,2,timeout,,,30,30,,,,,,,,,,,,,
10.1.10.58,96.110.45.65,b9cee1cf-fbc5-4c8d-b0c8-ba5e58f81e67,8,3,success,96.110.45.65,45,30,30,Chicago,United States,US,USA,Washington,Illinois,IL,,,America/Chicago,-0500,AS7922,COMCAST-7922
Exporting 96.110.45.77...
1: 10.1.10.1 (6ms)  10.1.10.1 (3ms)  10.1.10.1 (4ms)
2: 96.120.37.81 (13ms)  96.120.37.81 (18ms)  96.120.37.81 (31ms)
3: 96.110.138.113 (10ms)  96.110.138.113 (11ms)  96.110.138.113 (12ms)
4: 68.87.162.2 (12ms)  68.87.162.2 (11ms)  68.87.162.2 (12ms)
5: 96.108.23.141 (18ms)  96.108.23.141 (14ms)  96.108.23.141 (25ms)
6: 68.86.165.113 (13ms)  68.86.165.113 (16ms)  68.86.165.113 (15ms)
7: 96.110.5.142 (15ms)  96.110.5.142 (15ms)  96.110.5.142 (12ms)
8: 96.110.45.77 (13ms)  *  96.110.45.77 (15ms)
